?s	?lang1	?lang2
<http://purl.obolibrary.org/obo/LANG_1000309>	"Atorada"@en	""
<http://purl.obolibrary.org/obo/LANG_1000310>	"Uab Meto"@en	""
<http://purl.obolibrary.org/obo/LANG_1000311>	"Sa'a"@en	""
<http://purl.obolibrary.org/obo/LANG_1000312>	"North Levantine Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000313>	"Sudanese Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000314>	"Bukiyip"@en	""
<http://purl.obolibrary.org/obo/LANG_1000315>	"Pahanan Agta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000316>	"Ampanang"@en	""
<http://purl.obolibrary.org/obo/LANG_1000317>	"Athpariya"@en	""
<http://purl.obolibrary.org/obo/LANG_1000318>	"Apiaká"@en	""
<http://purl.obolibrary.org/obo/LANG_1000319>	"Jicarilla Apache"@en	""
<http://purl.obolibrary.org/obo/LANG_1000320>	"Kiowa Apache"@en	""
<http://purl.obolibrary.org/obo/LANG_1000321>	"Lipan Apache"@en	""
<http://purl.obolibrary.org/obo/LANG_1000322>	"Mescalero-Chiricahua Apache"@en	""
<http://purl.obolibrary.org/obo/LANG_1000323>	"Apinayé"@en	""
<http://purl.obolibrary.org/obo/LANG_1000324>	"Ambul"@en	""
<http://purl.obolibrary.org/obo/LANG_1000325>	"Apma"@en	""
<http://purl.obolibrary.org/obo/LANG_1000326>	"A-Pucikwar"@en	""
<http://purl.obolibrary.org/obo/LANG_1000327>	"Arop-Lokep"@en	""
<http://purl.obolibrary.org/obo/LANG_1000328>	"Arop-Sissano"@en	""
<http://purl.obolibrary.org/obo/LANG_1000329>	"Apatani"@en	""
<http://purl.obolibrary.org/obo/LANG_1000330>	"Apurinã"@en	""
<http://purl.obolibrary.org/obo/LANG_1000331>	"Alapmunte"@en	""
<http://purl.obolibrary.org/obo/LANG_1000332>	"Western Apache"@en	""
<http://purl.obolibrary.org/obo/LANG_1000333>	"Aputai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000334>	"Apalaí"@en	""
<http://purl.obolibrary.org/obo/LANG_1000335>	"Safeyoka"@en	""
<http://purl.obolibrary.org/obo/LANG_1000336>	"Archi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000337>	"Ampari Dogon"@en	""
<http://purl.obolibrary.org/obo/LANG_1000338>	"Arigidi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000339>	"Atohwaim"@en	""
<http://purl.obolibrary.org/obo/LANG_1000340>	"Northern Alta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000341>	"Atakapa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000342>	"Arhâ"@en	""
<http://purl.obolibrary.org/obo/LANG_1000343>	"Angaité"@en	""
<http://purl.obolibrary.org/obo/LANG_1000344>	"Akuntsu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000345>	"Arabic"@en	"Arabisch"@de
<http://purl.obolibrary.org/obo/LANG_1000346>	"Standard Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000347>	"Official Aramaic (700-300 BCE)"@en	"Aramäisch"@de
<http://purl.obolibrary.org/obo/LANG_1000348>	"Arabana"@en	""
<http://purl.obolibrary.org/obo/LANG_1000349>	"Western Arrarnta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000350>	"Aragonese"@en	"Aragonesisch"@de
<http://purl.obolibrary.org/obo/LANG_1000351>	"Arhuaco"@en	""
<http://purl.obolibrary.org/obo/LANG_1000352>	"Arikara"@en	""
<http://purl.obolibrary.org/obo/LANG_1000353>	"Arapaso"@en	""
<http://purl.obolibrary.org/obo/LANG_1000354>	"Arikapú"@en	""
<http://purl.obolibrary.org/obo/LANG_1000355>	"Arabela"@en	""
<http://purl.obolibrary.org/obo/LANG_1000356>	"Mapudungun"@en	"Arauka-Sprachen"@de
<http://purl.obolibrary.org/obo/LANG_1000357>	"Araona"@en	""
<http://purl.obolibrary.org/obo/LANG_1000358>	"Arapaho"@en	"Arapaho-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1000359>	"Algerian Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000360>	"Karo (Brazil)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000361>	"Najdi Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000362>	"Aruá (Amazonas State)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000363>	"Arbore"@en	""
<http://purl.obolibrary.org/obo/LANG_1000364>	"Arawak"@en	"Arawak-Sprachen"@de
<http://purl.obolibrary.org/obo/LANG_1000365>	"Aruá (Rodonia State)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000366>	"Moroccan Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000367>	"Egyptian Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000368>	"Asu (Tanzania)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000369>	"Assiniboine"@en	""
<http://purl.obolibrary.org/obo/LANG_1000370>	"Casuarina Coast Asmat"@en	""
<http://purl.obolibrary.org/obo/LANG_1000371>	"American Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1000372>	"Auslan"@en	""
<http://purl.obolibrary.org/obo/LANG_1000373>	"Cishingini"@en	""
<http://purl.obolibrary.org/obo/LANG_1000374>	"Abishira"@en	""
<http://purl.obolibrary.org/obo/LANG_1000375>	"Buruwai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000376>	"Sari"@en	""
<http://purl.obolibrary.org/obo/LANG_1000377>	"Ashkun"@en	""
<http://purl.obolibrary.org/obo/LANG_1000378>	"Asilulu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000379>	"Assamese"@en	"Assamesisch"@de
<http://purl.obolibrary.org/obo/LANG_1000380>	"Xingú Asuriní"@en	""
<http://purl.obolibrary.org/obo/LANG_1000381>	"Dano"@en	""
<http://purl.obolibrary.org/obo/LANG_1000382>	"Algerian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1000383>	"Austrian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1000384>	"Asuri"@en	""
<http://purl.obolibrary.org/obo/LANG_1000385>	"Ipulo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000386>	"Asturian"@en	"Asturisch"@de
<http://purl.obolibrary.org/obo/LANG_1000387>	"Tocantins Asurini"@en	""
<http://purl.obolibrary.org/obo/LANG_1000388>	"Asoa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000389>	"Australian Aborigines Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1000390>	"Muratayak"@en	""
<http://purl.obolibrary.org/obo/LANG_1000391>	"Yaosakor Asmat"@en	""
<http://purl.obolibrary.org/obo/LANG_1000392>	"As"@en	""
<http://purl.obolibrary.org/obo/LANG_1000393>	"Pele-Ata"@en	""
<http://purl.obolibrary.org/obo/LANG_1000394>	"Zaiwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000395>	"Atsahuaca"@en	""
<http://purl.obolibrary.org/obo/LANG_1000396>	"Ata Manobo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000397>	"Atemble"@en	""
<http://purl.obolibrary.org/obo/LANG_1000398>	"Ivbie North-Okpela-Arhe"@en	""
<http://purl.obolibrary.org/obo/LANG_1000399>	"Attié"@en	""
<http://purl.obolibrary.org/obo/LANG_1000400>	"Atikamekw"@en	""
<http://purl.obolibrary.org/obo/LANG_1000401>	"Ati"@en	""
<http://purl.obolibrary.org/obo/LANG_1000402>	"Mt. Iraya Agta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000403>	"Ata"@en	""
<http://purl.obolibrary.org/obo/LANG_1000404>	"Ashtiani"@en	""
<http://purl.obolibrary.org/obo/LANG_1000405>	"Atong (Cameroon)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000406>	"Pudtol Atta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000407>	"Aralle-Tabulahan"@en	""
<http://purl.obolibrary.org/obo/LANG_1000408>	"Waimiri-Atroari"@en	""
<http://purl.obolibrary.org/obo/LANG_1000409>	"Gros Ventre"@en	""
<http://purl.obolibrary.org/obo/LANG_1000410>	"Pamplona Atta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000411>	"Reel"@en	""
<http://purl.obolibrary.org/obo/LANG_1000412>	"Northern Altai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000413>	"Atsugewi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000414>	"Arutani"@en	""
<http://purl.obolibrary.org/obo/LANG_1000415>	"Aneityum"@en	""
<http://purl.obolibrary.org/obo/LANG_1000416>	"Arta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000417>	"Asumboa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000418>	"Alugu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000419>	"Waorani"@en	""
<http://purl.obolibrary.org/obo/LANG_1000420>	"Anuta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000421>	"Aguna"@en	""
<http://purl.obolibrary.org/obo/LANG_1000422>	"Aushi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000423>	"Anuki"@en	""
<http://purl.obolibrary.org/obo/LANG_1000424>	"Awjilah"@en	""
<http://purl.obolibrary.org/obo/LANG_1000425>	"Heyo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000426>	"Aulua"@en	""
<http://purl.obolibrary.org/obo/LANG_1000427>	"Asu (Nigeria)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000428>	"Molmo One"@en	""
<http://purl.obolibrary.org/obo/LANG_1000429>	"Auyokawa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000430>	"Makayam"@en	""
<http://purl.obolibrary.org/obo/LANG_1000431>	"Anus"@en	""
<http://purl.obolibrary.org/obo/LANG_1000432>	"Aruek"@en	""
<http://purl.obolibrary.org/obo/LANG_1000433>	"Austral"@en	""
<http://purl.obolibrary.org/obo/LANG_1000434>	"Auye"@en	""
<http://purl.obolibrary.org/obo/LANG_1000435>	"Awyi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000436>	"Aurá"@en	""
<http://purl.obolibrary.org/obo/LANG_1000437>	"Awiyaana"@en	""
<http://purl.obolibrary.org/obo/LANG_1000438>	"Uzbeki Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000439>	"Avaric"@en	"Awarisch"@de
<http://purl.obolibrary.org/obo/LANG_1000440>	"Avau"@en	""
<http://purl.obolibrary.org/obo/LANG_1000441>	"Alviri-Vidari"@en	""
<http://purl.obolibrary.org/obo/LANG_1000442>	"Avestan"@en	"Avestisch"@de
<http://purl.obolibrary.org/obo/LANG_1000443>	"Avikam"@en	""
<http://purl.obolibrary.org/obo/LANG_1000444>	"Kotava"@en	""
<http://purl.obolibrary.org/obo/LANG_1000445>	"Eastern Egyptian Bedawi Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000446>	"Angkamuthi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000447>	"Avatime"@en	""
<http://purl.obolibrary.org/obo/LANG_1000448>	"Agavotaguerra"@en	""
<http://purl.obolibrary.org/obo/LANG_1000449>	"Aushiri"@en	""
<http://purl.obolibrary.org/obo/LANG_1000450>	"Au"@en	""
<http://purl.obolibrary.org/obo/LANG_1000451>	"Avokaya"@en	""
<http://purl.obolibrary.org/obo/LANG_1000452>	"Avá-Canoeiro"@en	""
<http://purl.obolibrary.org/obo/LANG_1000453>	"Awadhi"@en	"Awadhi"@de
<http://purl.obolibrary.org/obo/LANG_1000454>	"Awa (Papua New Guinea)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000455>	"Cicipu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000456>	"Awetí"@en	""
<http://purl.obolibrary.org/obo/LANG_1000457>	"Anguthimri"@en	""
<http://purl.obolibrary.org/obo/LANG_1000458>	"Awbono"@en	""
<http://purl.obolibrary.org/obo/LANG_1000459>	"Aekyom"@en	""
<http://purl.obolibrary.org/obo/LANG_1000460>	"Awabakal"@en	""
<http://purl.obolibrary.org/obo/LANG_1000461>	"Arawum"@en	""
<http://purl.obolibrary.org/obo/LANG_1000462>	"Awngi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000463>	"Awak"@en	""
<http://purl.obolibrary.org/obo/LANG_1000464>	"Awera"@en	""
<http://purl.obolibrary.org/obo/LANG_1000465>	"South Awyu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000466>	"Araweté"@en	""
<http://purl.obolibrary.org/obo/LANG_1000467>	"Central Awyu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000468>	"Jair Awyu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000469>	"Awun"@en	""
<http://purl.obolibrary.org/obo/LANG_1000470>	"Awara"@en	""
<http://purl.obolibrary.org/obo/LANG_1000471>	"Edera Awyu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000472>	"Abipon"@en	""
<http://purl.obolibrary.org/obo/LANG_1000473>	"Ayerrerenge"@en	""
<http://purl.obolibrary.org/obo/LANG_1000474>	"Mato Grosso Arára"@en	""
<http://purl.obolibrary.org/obo/LANG_1000475>	"Yaka (Central African Republic)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000476>	"Lower Southern Aranda"@en	""
<http://purl.obolibrary.org/obo/LANG_1000477>	"Middle Armenian"@en	""
<http://purl.obolibrary.org/obo/LANG_1000478>	"Xârâgurè"@en	""
<http://purl.obolibrary.org/obo/LANG_1000479>	"Awar"@en	""
<http://purl.obolibrary.org/obo/LANG_1000480>	"Ayizo Gbe"@en	""
<http://purl.obolibrary.org/obo/LANG_1000481>	"Southern Aymara"@en	""
<http://purl.obolibrary.org/obo/LANG_1000482>	"Ayabadhu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000483>	"Ayere"@en	""
<http://purl.obolibrary.org/obo/LANG_1000484>	"Ginyanga"@en	""
<http://purl.obolibrary.org/obo/LANG_1000485>	"Hadrami Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000486>	"Leyigha"@en	""
<http://purl.obolibrary.org/obo/LANG_1000487>	"Akuku"@en	""
<http://purl.obolibrary.org/obo/LANG_1000488>	"Libyan Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000489>	"Aymara"@en	"Aymará-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1000490>	"Sanaani Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000491>	"Ayoreo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000492>	"North Mesopotamian Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000493>	"Ayi (Papua New Guinea)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000494>	"Central Aymara"@en	""
<http://purl.obolibrary.org/obo/LANG_1000495>	"Sorsogon Ayta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000496>	"Magbukun Ayta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000497>	"Ayu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000498>	"Tayabas Ayta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000499>	"Mai Brat"@en	""
<http://purl.obolibrary.org/obo/LANG_1000500>	"Azha"@en	""
<http://purl.obolibrary.org/obo/LANG_1000501>	"South Azerbaijani"@en	""
<http://purl.obolibrary.org/obo/LANG_1000502>	"Eastern Durango Nahuatl"@en	""
<http://purl.obolibrary.org/obo/LANG_1000503>	"Azerbaijani"@en	"Aserbeidschanisch"@de
<http://purl.obolibrary.org/obo/LANG_1000504>	"San Pedro Amuzgos Amuzgo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000505>	"North Azerbaijani"@en	""
<http://purl.obolibrary.org/obo/LANG_1000506>	"Ipalapa Amuzgo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000507>	"Western Durango Nahuatl"@en	""
<http://purl.obolibrary.org/obo/LANG_1000508>	"Awing"@en	""
<http://purl.obolibrary.org/obo/LANG_1000509>	"Faire Atta"@en	""
<http://purl.obolibrary.org/obo/LANG_1000510>	"Highland Puebla Nahuatl"@en	""
<http://purl.obolibrary.org/obo/LANG_1000511>	"Babatana"@en	""
<http://purl.obolibrary.org/obo/LANG_1000512>	"Bainouk-Gunyuño"@en	""
<http://purl.obolibrary.org/obo/LANG_1000513>	"Badui"@en	""
<http://purl.obolibrary.org/obo/LANG_1000514>	"Baré"@en	""
<http://purl.obolibrary.org/obo/LANG_1000515>	"Nubaca"@en	""
<http://purl.obolibrary.org/obo/LANG_1000516>	"Tuki"@en	""
<http://purl.obolibrary.org/obo/LANG_1000517>	"Bahamas Creole English"@en	""
<http://purl.obolibrary.org/obo/LANG_1000518>	"Barakai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000519>	"Bashkir"@en	"Baschkirisch"@de
<http://purl.obolibrary.org/obo/LANG_1000520>	"Baluchi"@en	"Belutschisch"@de
<http://purl.obolibrary.org/obo/LANG_1000521>	"Bambara"@en	"Bambara-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1000522>	"Balinese"@en	"Balinesisch"@de
<http://purl.obolibrary.org/obo/LANG_1000523>	"Waimaha"@en	""
<http://purl.obolibrary.org/obo/LANG_1000524>	"Bantawa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000525>	"Bavarian"@en	""
<http://purl.obolibrary.org/obo/LANG_1000526>	"Basa (Cameroon)"@en	"Basaa-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1000527>	"Bada (Nigeria)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000528>	"Vengo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000529>	"Bambili-Bambui"@en	""
<http://purl.obolibrary.org/obo/LANG_1000530>	"Bamun"@en	""
<http://purl.obolibrary.org/obo/LANG_1000531>	"Batuley"@en	""
<http://purl.obolibrary.org/obo/LANG_1000532>	"Baatonum"@en	""
<http://purl.obolibrary.org/obo/LANG_1000533>	"Barai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000534>	"Batak Toba"@en	""
<http://purl.obolibrary.org/obo/LANG_1000535>	"Bau"@en	""
<http://purl.obolibrary.org/obo/LANG_1000536>	"Bangba"@en	""
<http://purl.obolibrary.org/obo/LANG_1000537>	"Baibai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000538>	"Barama"@en	""
<http://purl.obolibrary.org/obo/LANG_1000539>	"Bugan"@en	""
<http://purl.obolibrary.org/obo/LANG_1000540>	"Barombi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000541>	"Ghomálá'"@en	""
<http://purl.obolibrary.org/obo/LANG_1000542>	"Babanki"@en	""
<http://purl.obolibrary.org/obo/LANG_1000543>	"Bats"@en	""
<http://purl.obolibrary.org/obo/LANG_1000544>	"Babango"@en	""
<http://purl.obolibrary.org/obo/LANG_1000545>	"Uneapa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000546>	"Northern Bobo Madaré"@en	""
<http://purl.obolibrary.org/obo/LANG_1000547>	"West Central Banda"@en	""
<http://purl.obolibrary.org/obo/LANG_1000548>	"Bamali"@en	""
<http://purl.obolibrary.org/obo/LANG_1000549>	"Girawa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000550>	"Bakpinka"@en	""
<http://purl.obolibrary.org/obo/LANG_1000551>	"Mburku"@en	""
<http://purl.obolibrary.org/obo/LANG_1000552>	"Kulung (Nigeria)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000553>	"Karnai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000554>	"Baba"@en	""
<http://purl.obolibrary.org/obo/LANG_1000555>	"Bubia"@en	""
<http://purl.obolibrary.org/obo/LANG_1000556>	"Befang"@en	""
<http://purl.obolibrary.org/obo/LANG_1000557>	"Babalia Creole Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1000558>	"Central Bai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000559>	"Bainouk-Samik"@en	""
<http://purl.obolibrary.org/obo/LANG_1000560>	"Southern Balochi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000561>	"North Babar"@en	""
<http://purl.obolibrary.org/obo/LANG_1000562>	"Bamenyam"@en	""
<http://purl.obolibrary.org/obo/LANG_1000563>	"Bamu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000564>	"Baga Pokur"@en	""
<http://purl.obolibrary.org/obo/LANG_1000565>	"Bariai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000566>	"Baoulé"@en	""
<http://purl.obolibrary.org/obo/LANG_1000567>	"Bardi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000568>	"Bunuba"@en	""
<http://purl.obolibrary.org/obo/LANG_1000569>	"Central Bikol"@en	""
<http://purl.obolibrary.org/obo/LANG_1000570>	"Bannoni"@en	""
<http://purl.obolibrary.org/obo/LANG_1000571>	"Bali (Nigeria)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000572>	"Kaluli"@en	""
<http://purl.obolibrary.org/obo/LANG_1000573>	"Bali (Democratic Republic of Congo)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000574>	"Bench"@en	""
<http://purl.obolibrary.org/obo/LANG_1000575>	"Babine"@en	""
<http://purl.obolibrary.org/obo/LANG_1000576>	"Kohumono"@en	""
<http://purl.obolibrary.org/obo/LANG_1000577>	"Bendi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000578>	"Awad Bing"@en	""
<http://purl.obolibrary.org/obo/LANG_1000579>	"Shoo-Minda-Nye"@en	""
<http://purl.obolibrary.org/obo/LANG_1000580>	"Bana"@en	""
<http://purl.obolibrary.org/obo/LANG_1000581>	"Bacama"@en	""
<http://purl.obolibrary.org/obo/LANG_1000582>	"Bainouk-Gunyaamolo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000583>	"Bayot"@en	""
<http://purl.obolibrary.org/obo/LANG_1000584>	"Basap"@en	""
<http://purl.obolibrary.org/obo/LANG_1000585>	"Emberá-Baudó"@en	""
<http://purl.obolibrary.org/obo/LANG_1000586>	"Bunama"@en	""
<http://purl.obolibrary.org/obo/LANG_1000587>	"Bade"@en	""
<http://purl.obolibrary.org/obo/LANG_1000588>	"Biage"@en	""
<http://purl.obolibrary.org/obo/LANG_1000589>	"Bonggi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000590>	"Baka (South Sudan)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000591>	"Burun"@en	""
<http://purl.obolibrary.org/obo/LANG_1000592>	"Bai (South Sudan)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000593>	"Budukh"@en	""
<http://purl.obolibrary.org/obo/LANG_1000594>	"Indonesian Bajau"@en	""
<http://purl.obolibrary.org/obo/LANG_1000595>	"Buduma"@en	""
<http://purl.obolibrary.org/obo/LANG_1000596>	"Baldemu"@en	""
<http://purl.obolibrary.org/obo/LANG_1000597>	"Morom"@en	""
<http://purl.obolibrary.org/obo/LANG_1000598>	"Bende"@en	""
<http://purl.obolibrary.org/obo/LANG_1000599>	"Bahnar"@en	""
<http://purl.obolibrary.org/obo/LANG_1000600>	"West Coast Bajau"@en	""
<http://purl.obolibrary.org/obo/LANG_1000601>	"Burunge"@en	""
<http://purl.obolibrary.org/obo/LANG_1000602>	"Bokoto"@en	""
<http://purl.obolibrary.org/obo/LANG_1000603>	"Oroko"@en	""
<http://purl.obolibrary.org/obo/LANG_1000604>	"Bodo Parja"@en	""
<http://purl.obolibrary.org/obo/LANG_1000605>	"Baham"@en	""
<http://purl.obolibrary.org/obo/LANG_1000606>	"Budong-Budong"@en	""
<http://purl.obolibrary.org/obo/LANG_1000607>	"Bandjalang"@en	""
<http://purl.obolibrary.org/obo/LANG_1000608>	"Badeshi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000609>	"Beaver"@en	""
<http://purl.obolibrary.org/obo/LANG_1000610>	"Bebele"@en	""
<http://purl.obolibrary.org/obo/LANG_1000611>	"Iceve-Maci"@en	""
<http://purl.obolibrary.org/obo/LANG_1000612>	"Bedoanas"@en	""
<http://purl.obolibrary.org/obo/LANG_1000613>	"Byangsi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000614>	"Benabena"@en	""
<http://purl.obolibrary.org/obo/LANG_1000615>	"Belait"@en	""
<http://purl.obolibrary.org/obo/LANG_1000616>	"Biali"@en	""
<http://purl.obolibrary.org/obo/LANG_1000617>	"Bekati'"@en	""
<http://purl.obolibrary.org/obo/LANG_1000618>	"Beja"@en	"Bedauye"@de
<http://purl.obolibrary.org/obo/LANG_1000619>	"Bebeli"@en	""
<http://purl.obolibrary.org/obo/LANG_1000620>	"Belarusian"@en	"Weißrussisch"@de
<http://purl.obolibrary.org/obo/LANG_1000621>	"Bemba (Zambia)"@en	"Bemba-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1000622>	"Bengali"@en	"Bengali"@de
<http://purl.obolibrary.org/obo/LANG_1000623>	"Beami"@en	""
<http://purl.obolibrary.org/obo/LANG_1000624>	"Besoa"@en	""
<http://purl.obolibrary.org/obo/LANG_1000625>	"Beembe"@en	""
<http://purl.obolibrary.org/obo/LANG_1000626>	"Besme"@en	""
<http://purl.obolibrary.org/obo/LANG_1000627>	"Guiberoua Béte"@en	""
<http://purl.obolibrary.org/obo/LANG_1000628>	"Blagar"@en	""
<http://purl.obolibrary.org/obo/LANG_1000629>	"Daloa Bété"@en	""
<http://purl.obolibrary.org/obo/LANG_1000630>	"Betawi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000631>	"Jur Modo"@en	""
<http://purl.obolibrary.org/obo/LANG_1000632>	"Beli (Papua New Guinea)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000633>	"Bena (Tanzania)"@en	""
<http://purl.obolibrary.org/obo/LANG_1000634>	"Bari"@en	""
<http://purl.obolibrary.org/obo/LANG_1000635>	"Pauri Bareli"@en	""
<http://purl.obolibrary.org/obo/LANG_1000636>	"Panyi Bai"@en	""
<http://purl.obolibrary.org/obo/LANG_1000637>	"Bafut"@en	""
<http://purl.obolibrary.org/obo/LANG_1000638>	"Betaf"@en	""
<http://purl.obolibrary.org/obo/LANG_1000639>	"Bofi"@en	""
<http://purl.obolibrary.org/obo/LANG_1000640>	"Busang Kayan"@en	""
<http://purl.obolibrary.org/obo/LANG_1000641>	"Blafe"@en	""
